Slide Number,Topic,Subject,Title,Category,Filename
32,Classes and Objects,Classes and Objects,<Object Construction>,Define,source_pages/slide-034.png
33,Classes and Objects,Classes and Objects,<Object Construction>,Define,source_pages/slide-035.png
34,Classes and Objects,Classes and Objects,Encapsulation,Define,source_pages/slide-036.png
35,Classes and Objects,Classes and Objects,<Encapsulation>,Define,source_pages/slide-037.png
36,Classes and Objects,Classes and Objects,<Encapsulation>,Define,source_pages/slide-038.png
37,Classes and Objects,Classes and Objects,Setters and Getters,Define,source_pages/slide-039.png
38,Classes and Objects,Classes and Objects,<Methods>,Define,source_pages/slide-040.png
39,Classes and Objects,Classes and Objects,<Methods>,Define,source_pages/slide-041.png
40,Classes and Objects,Classes and Objects,<Methods>,Define,source_pages/slide-042.png
41,Classes and Objects,Classes and Objects,Program This,Define,source_pages/slide-043.png
42,Classes and Objects,Classes and Objects,Exercise Goals,Define,source_pages/slide-044.png
43,Classes and Objects,Classes and Objects,Programming Exercise,Define,source_pages/slide-045.png
44,Classes and Objects,Classes and Objects,<Exercise Workspace>,Define,source_pages/slide-046.png
45,Abstract Data Types,Abstract Data Types,7.1 Abstract Data Type (ADT),Define,source_pages/slide-047.png
46,Abstract Data Types,Abstract Data Types,The Problem,Define,source_pages/slide-048.png
47,Abstract Data Types,Abstract Data Types,Someone Will Break It,Define,source_pages/slide-049.png
48,Abstract Data Types,Abstract Data Types,Abstract Data Type Definition,Define,source_pages/slide-050.png
49,Abstract Data Types,Abstract Data Types,How?,Define,source_pages/slide-051.png
50,Abstract Data Types,Abstract Data Types,Build ADT,Define,source_pages/slide-052.png
51,Abstract Data Types,Abstract Data Types,This Is the API,Define,source_pages/slide-053.png
52,Abstract Data Types,Abstract Data Types,API Design Goal,Define,source_pages/slide-054.png
53,Encapsulation and Abstraction,Encapsulation and Abstraction,7.2 Object-Oriented Programming,Define,source_pages/slide-055.png
54,Encapsulation and Abstraction,Encapsulation and Abstraction,OOP and the Real World,Define,source_pages/slide-056.png
55,Encapsulation and Abstraction,Encapsulation and Abstraction,Encapsulation,Define,source_pages/slide-057.png
56,Encapsulation and Abstraction,Encapsulation and Abstraction,Implementation and Abstraction,Define,source_pages/slide-058.png
57,Encapsulation and Abstraction,Encapsulation and Abstraction,Abstraction,Define,source_pages/slide-059.png
58,Encapsulation and Abstraction,Encapsulation and Abstraction,Abstraction Definition,Define,source_pages/slide-060.png
59,Encapsulation and Abstraction,Encapsulation and Abstraction,Why Abstraction?,Define,source_pages/slide-061.png
60,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-062.png
61,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-063.png
62,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-064.png
63,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-065.png
64,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-066.png
65,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-067.png
66,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-068.png
67,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-069.png
68,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-070.png
69,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-071.png
70,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-072.png
71,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-073.png
72,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-074.png
73,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-075.png
74,Encapsulation and Abstraction,Encapsulation and Abstraction,<Abstraction Example>,Define,source_pages/slide-076.png
75,Encapsulation and Abstraction,Encapsulation and Abstraction,Table of Variables,Define,source_pages/slide-077.png
76,Classes and Methods,Classes and Methods,7.3 Introduction to Classes,Define,source_pages/slide-078.png
77,Classes and Methods,Classes and Methods,<Class Example>,Define,source_pages/slide-079.png
78,Classes and Methods,Classes and Methods,<Class Example>,Define,source_pages/slide-080.png
79,Classes and Methods,Classes and Methods,<Class Example>,Define,source_pages/slide-081.png
80,Classes and Methods,Classes and Methods,7.4 Creating and Using Objects,Define,source_pages/slide-082.png
81,Classes and Methods,Classes and Methods,<Object Example>,Define,source_pages/slide-083.png
82,Classes and Methods,Classes and Methods,7.5 Defining Member Functions,Define,source_pages/slide-084.png
83,Classes and Methods,Classes and Methods,Classes Group Data and Behavior,Define,source_pages/slide-085.png
84,Classes and Methods,Classes and Methods,Methods,Define,source_pages/slide-086.png
85,Classes and Methods,Classes and Methods,Methods,Define,source_pages/slide-087.png
86,Classes and Methods,Classes and Methods,Method Example,Define,source_pages/slide-088.png
87,Classes and Methods,Classes and Methods,Another Example,Define,source_pages/slide-089.png
88,Classes and Methods,Classes and Methods,<Method Example>,Define,source_pages/slide-090.png
89,Classes and Methods,Classes and Methods,Methods and Output,Define,source_pages/slide-091.png
90,Classes and Methods,Classes and Methods,<Method Example>,Define,source_pages/slide-092.png
91,Classes and Methods,Classes and Methods,<Method Example>,Define,source_pages/slide-093.png
92,Programming Exercise: Colorize,,Programming Exercise,Appendix - Practice,source_pages/slide-094.png
93,Programming Exercise: Colorize,,Exercise Goals,Appendix - Practice,source_pages/slide-095.png
94,Homework Peer Review,,Programming Exercise,Appendix - Practice,source_pages/slide-096.png
95,Homework Peer Review,,Homework 1 Peer Review,Appendix - Practice,source_pages/slide-097.png
96,Homework Peer Review,,Homework Debrief,Appendix - Practice,source_pages/slide-098.png
97,Homework Peer Review,,Process,Appendix - Practice,source_pages/slide-099.png
98,Homework Peer Review,,Analysis,Appendix - Practice,source_pages/slide-100.png
99,Homework Peer Review,,Debrief,Appendix - Practice,source_pages/slide-101.png
100,Programming Exercise: Dynamic Array Operations,,Program This - Debrief,Appendix - Practice,source_pages/slide-102.png
101,Programming Exercise: Dynamic Array Operations,,Exercise Goals,Appendix - Practice,source_pages/slide-103.png
102,Programming Exercise: Dynamic Array Operations,,Programming Exercise,Appendix - Practice,source_pages/slide-104.png
103,Programming Exercise: Returning a Struct,,Programming Exercise,Appendix - Practice,source_pages/slide-105.png
104,Programming Exercise: Returning a Struct,,Exercise Goals,Appendix - Practice,source_pages/slide-106.png
105,Programming Exercise: Returning a Struct,,Programming Exercise,Appendix - Practice,source_pages/slide-107.png
106,Programming Exercise: Returning a Struct,,<Exercise Workspace>,Appendix - Practice,source_pages/slide-108.png
